tank,block,trt,treatment,pred,lethality,cons,cons2,Date,Stocked,larval_period_days,total_days,Days,Photo,TailPhoto...15,mass_g,hl,svl,tl,hw,gr,phenotype,Pheno_terr,Pheno_mat,Sex,tail_length_mm,TailPhoto...27,tail_depth_mm,tail_muscle_mm,tail_area,r,g,b,rgb,rgbform,hue,saturation,brightness,Note,survivors,survival,deaths
26,Block 5,NCE Lepomis cyanellus,Non-consumptive Lepomis cyanellus,Lepomis cyanellus,Non-lethal,Non-consumptive,NCE,2017-12-14T00:00:00Z,2017-01-31T00:00:00Z,NA,317,317,DSC_7814,DSC_7815,3.386,13.473,43.422,85.776,10.581,0.136977918,Larva,Aquatic,Immature,NA,42.354,DSC_7815,10.02,6.393,338.415,73.167,60.366,14.394,49.306,58.958,31.37,221.054,73.225,NA,9,0.75,3
26,Block 5,NCE Lepomis cyanellus,Non-consumptive Lepomis cyanellus,Lepomis cyanellus,Non-lethal,Non-consumptive,NCE,2017-12-14T00:00:00Z,2017-01-31T00:00:00Z,NA,317,317,DSC_7816,DSC_7817,3.696,13.483,42.425,84.269,10.501,0.133832808,Larva,Aquatic,Immature,NA,41.844,DSC_7817,9.795,6.581,323.926,64.179,51.931,12.563,42.889,51.118,29.039,224.69,64.258,NA,9,0.75,3
34,Block 3,NCE Fundulus chrysotus,Non-consumptive Fundulus chrysotus,Fundulus chrysotus,Non-lethal,Non-consumptive,NCE,2017-12-14T00:00:00Z,2017-01-25T00:00:00Z,NA,323,323,DSC_7817,DSC_7818,2.164,10.95,38.787,76.881,9.637,0.120083591,Larva,Aquatic,Immature,NA,38.094,b_7818,8.197,6.195,258.883,80.621,70.503,21.635,57.582,67.975,34.581,201.003,80.671,NA,10,0.833333333,2
26,Block 5,NCE Lepomis cyanellus,Non-consumptive Lepomis cyanellus,Lepomis cyanellus,Non-lethal,Non-consumptive,NCE,2017-12-14T00:00:00Z,2017-01-31T00:00:00Z,NA,317,317,DSC_7818,DSC_7819,3.673,12.898,42.575,91.744,10.617,0.134305994,Paedomorph,Aquatic,Mature,Male,49.169,DSC_7819,11.299,6.952,388.897,40.529,33.672,13.265,29.155,33.381,22.489,180.583,40.538,NA,9,0.75,3
26,Block 5,NCE Lepomis cyanellus,Non-consumptive Lepomis cyanellus,Lepomis cyanellus,Non-lethal,Non-consumptive,NCE,2017-12-14T00:00:00Z,2017-01-31T00:00:00Z,NA,317,317,DSC_7820,DSC_7821,4.52,14.575,47.876,92.332,11.286,0.151028391,Paedomorph,Aquatic,Mature,Female,44.456,DSC_7821,10.292,7.205,354.108,63.613,49.211,12.17,41.658,49.287,27.539,224.456,63.626,NA,9,0.75,3
34,Block 3,NCE Fundulus chrysotus,Non-consumptive Fundulus chrysotus,Fundulus chrysotus,Non-lethal,Non-consumptive,NCE,2017-12-14T00:00:00Z,2017-01-25T00:00:00Z,NA,323,323,DSC_7820,DSC_7821,2.508,11.743,40.174,79.403,10.041,0.124377709,Larva,Aquatic,Immature,NA,39.229,b_7821,9.514,6.983,325.339,82.824,69.195,18.311,56.773,67.469,32.456,212.753,82.839,NA,10,0.833333333,2
26,Block 5,NCE Lepomis cyanellus,Non-consumptive Lepomis cyanellus,Lepomis cyanellus,Non-lethal,Non-consumptive,NCE,2017-12-14T00:00:00Z,2017-01-31T00:00:00Z,NA,317,317,DSC_7822,DSC_7823,4.647,13.711,47.785,94.556,10.565,0.150741325,Paedomorph,Aquatic,Mature,Male,46.771,b_7823,8.736,6.091,293.745,82.665,65.24,14.258,54.05,64.629,30.737,220.345,82.667,NA,9,0.75,3
34,Block 3,NCE Fundulus chrysotus,Non-consumptive Fundulus chrysotus,Fundulus chrysotus,Non-lethal,Non-consumptive,NCE,2017-12-14T00:00:00Z,2017-01-25T00:00:00Z,NA,323,323,DSC_7822,DSC_7823,2.818,10.753,40.243,76.544,10.253,0.124591331,Larva,Aquatic,Immature,NA,36.301,DSC_7823,12.236,7.981,438.831,45.825,36.396,9.818,30.683,36.176,24.267,223.667,45.833,NA,10,0.833333333,2
26,Block 5,NCE Lepomis cyanellus,Non-consumptive Lepomis cyanellus,Lepomis cyanellus,Non-lethal,Non-consumptive,NCE,2017-12-14T00:00:00Z,2017-01-31T00:00:00Z,NA,317,317,DSC_7824,DSC_7825,3.344,11.448,43.028,83.422,10.139,0.135735016,Paedomorph,Aquatic,Mature,Female,40.394,b_7825,9.047,6.349,308.965,86.761,74.825,26.06,62.551,72.837,33.833,192.741,86.826,NA,9,0.75,3
34,Block 3,NCE Fundulus chrysotus,Non-consumptive Fundulus chrysotus,Fundulus chrysotus,Non-lethal,Non-consumptive,NCE,2017-12-14T00:00:00Z,2017-01-25T00:00:00Z,NA,323,323,DSC_7824,DSC_7825,2.323,11.967,40.104,79.049,9.872,0.124160991,Larva,Aquatic,Immature,NA,38.945,DSC_7825,10.338,6.987,325.7,48.681,38.28,11.832,32.925,38.361,25.396,218.178,48.693,NA,10,0.833333333,2
27,Block 4,NCE Control,Non-consumptive Control,Control,Non-lethal,Non-consumptive,NCE,2017-12-14T00:00:00Z,2017-01-25T00:00:00Z,NA,323,323,DSC_7826,DSC_7827,2.26,12.349,39.634,70.059,9.313,0.122705882,Larva,Aquatic,Immature,NA,30.425,DSC_7827,10.072,6.927,284.66,93.481,80.494,27.849,67.281,78.377,33.344,195.596,93.499,NA,12,1,0
34,Block 3,NCE Fundulus chrysotus,Non-consumptive Fundulus chrysotus,Fundulus chrysotus,Non-lethal,Non-consumptive,NCE,2017-12-14T00:00:00Z,2017-01-25T00:00:00Z,NA,323,323,DSC_7826,DSC_7827,2.618,10.964,39.566,82.866,9.765,0.122495356,Larva,Aquatic,Immature,NA,43.3,b_7827,8.813,5.799,280.079,83.602,72.304,22.425,59.448,69.978,33.836,201.459,83.604,NA,10,0.833333333,2
27,Block 4,NCE Control,Non-consumptive Control,Control,Non-lethal,Non-consumptive,NCE,2017-12-14T00:00:00Z,2017-01-25T00:00:00Z,NA,323,323,DSC_7828,DSC_7829,1.866,11.409,35.544,70.162,9.23,0.110043344,Larva,Aquatic,Immature,NA,34.618,DSC_7829,9.092,5.167,217.958,100.829,84.717,22.859,69.463,82.508,33.263,205.741,100.864,NA,12,1,0
34,Block 3,NCE Fundulus chrysotus,Non-consumptive Fundulus chrysotus,Fundulus chrysotus,Non-lethal,Non-consumptive,NCE,2017-12-14T00:00:00Z,2017-01-25T00:00:00Z,NA,323,323,DSC_7828,DSC_7829,2.861,13.472,42.136,85.791,10.487,0.130452012,Larva,Aquatic,Immature,NA,43.655,b_7829,9.091,6.217,317.812,89.699,74.863,21.075,61.877,73.182,32.528,207.881,89.705,NA,10,0.833333333,2
27,Block 4,NCE Control,Non-consumptive Control,Control,Non-lethal,Non-consumptive,NCE,2017-12-14T00:00:00Z,2017-01-25T00:00:00Z,NA,323,323,DSC_7830,DSC_7831,2,10.622,36.747,68.24,8.981,0.113767802,Larva,Aquatic,Immature,NA,31.493,DSC_7831,8.432,5.834,231.117,75.155,61.743,14.122,50.347,60.325,31.597,221.607,75.202,NA,12,1,0
34,Block 3,NCE Fundulus chrysotus,Non-consumptive Fundulus chrysotus,Fundulus chrysotus,Non-lethal,Non-consumptive,NCE,2017-12-14T00:00:00Z,2017-01-25T00:00:00Z,NA,323,323,DSC_7830,DSC_7831,2.523,11.771,38.226,77.054,10.162,0.118346749,Larva,Aquatic,Immature,NA,38.828,b_7831,9.732,6.519,274.515,78.868,68.289,27.576,58.244,66.814,32.369,191.416,78.918,NA,10,0.833333333,2
27,Block 4,NCE Control,Non-consumptive Control,Control,Non-lethal,Non-consumptive,NCE,2017-12-14T00:00:00Z,2017-01-25T00:00:00Z,NA,323,323,DSC_7832,DSC_7833,1.841,10.435,36.05,62.458,8.789,0.111609907,Larva,Aquatic,Immature,NA,26.408,DSC_7833,8.244,5.879,168.529,81.862,64.996,20.442,55.76,64.955,29.587,204.685,81.875,NA,12,1,0
35,Block 2,NCE Control,Non-consumptive Control,Control,Non-lethal,Non-consumptive,NCE,2017-12-14T00:00:00Z,2017-01-25T00:00:00Z,NA,323,323,DSC_7832,DSC_7833,3.865,12.578,43.509,85.056,11.129,0.134702786,Paedomorph,Aquatic,Mature,Male,41.547,b_7833,10.957,6.059,340.917,75.442,64.791,20.098,53.442,62.911,32.227,209.02,75.477,NA,10,0.833333333,2
27,Block 4,NCE Control,Non-consumptive Control,Control,Non-lethal,Non-consumptive,NCE,2017-12-14T00:00:00Z,2017-01-25T00:00:00Z,NA,323,323,DSC_7834,DSC_7835,2.373,11.919,39.391,71.336,9.661,0.12195356,Larva,Aquatic,Immature,NA,31.945,DSC_7835,9.383,6.24,253.388,101.538,81.427,21.081,68.01,80.566,31.223,210.552,101.539,NA,12,1,0
35,Block 2,NCE Control,Non-consumptive Control,Control,Non-lethal,Non-consumptive,NCE,2017-12-14T00:00:00Z,2017-01-25T00:00:00Z,NA,323,323,DSC_7834,DSC_7835,3.286,11.183,40.868,84.301,10.658,0.126526316,Paedomorph,Aquatic,Mature,Female,43.433,b_7835,9.556,6.143,278.11,85.603,72.958,21.344,59.96,70.853,33.635,206.855,85.716,NA,10,0.833333333,2
27,Block 4,NCE Control,Non-consumptive Control,Control,Non-lethal,Non-consumptive,NCE,2017-12-14T00:00:00Z,2017-01-25T00:00:00Z,NA,323,323,DSC_7836,DSC_7837,2.047,11.385,37.143,67.574,9.191,0.114993808,Larva,Aquatic,Immature,NA,30.431,DSC_7837,8.916,5.451,208.772,67.424,55,15.897,46.107,54.256,31.01,210.689,67.429,NA,12,1,0
35,Block 2,NCE Control,Non-consumptive Control,Control,Non-lethal,Non-consumptive,NCE,2017-12-14T00:00:00Z,2017-01-25T00:00:00Z,NA,323,323,DSC_7836,DSC_7837,3.701,12.33,44.067,83.777,10.919,0.136430341,Paedomorph,Aquatic,Mature,Female,39.71,b_7837,10.704,7.16,320.935,76.169,65.737,21.86,54.59,63.867,33.115,201.165,76.252,NA,10,0.833333333,2
27,Block 4,NCE Control,Non-consumptive Control,Control,Non-lethal,Non-consumptive,NCE,2017-12-14T00:00:00Z,2017-01-25T00:00:00Z,NA,323,323,DSC_7838,DSC_7840,2.165,12.661,36.959,70.193,9.28,0.114424149,Larva,Aquatic,Immature,NA,33.234,DSC_7840,9.642,6.115,267.4,82.016,63.739,12.131,52.63,63.32,30.612,225.532,82.017,NA,12,1,0
35,Block 2,NCE Control,Non-consumptive Control,Control,Non-lethal,Non-consumptive,NCE,2017-12-14T00:00:00Z,2017-01-25T00:00:00Z,NA,323,323,DSC_7838,DSC_7839,3.467,12.278,43.543,87.088,10.774,0.13480805,Paedomorph,Aquatic,Mature,Male,43.545,b_7839,9.71,6.476,272.876,74.369,57.801,9.579,47.279,57.243,29.517,232.336,74.369,NA,10,0.833333333,2
35,Block 2,NCE Control,Non-consumptive Control,Control,Non-lethal,Non-consumptive,NCE,2017-12-14T00:00:00Z,2017-01-25T00:00:00Z,NA,323,323,DSC_7840,DSC_7841,3.554,11.949,42.511,85.16,10.312,0.131613003,Paedomorph,Aquatic,Mature,Male,42.649,b_7841,11.158,7.399,362.379,57.857,46.323,11.368,38.52,45.761,25.766,223.316,57.858,NA,10,0.833333333,2
27,Block 4,NCE Control,Non-consumptive Control,Control,Non-lethal,Non-consumptive,NCE,2017-12-14T00:00:00Z,2017-01-25T00:00:00Z,NA,323,323,DSC_7841,DSC_7842,1.975,10.837,36.33,71.367,9.481,0.11247678,Larva,Aquatic,Immature,NA,35.037,DSC_7842,8.842,5.653,262.15,99.497,84.084,22.404,68.658,81.666,33.568,206.174,99.52,NA,12,1,0
35,Block 2,NCE Control,Non-consumptive Control,Control,Non-lethal,Non-consumptive,NCE,2017-12-14T00:00:00Z,2017-01-25T00:00:00Z,NA,323,323,DSC_7842,DSC_7843,3.931,13.137,45.792,90.882,11.185,0.141770898,Larva,Aquatic,Immature,NA,45.09,b_7843,10.171,7.06,346.377,71.094,55.755,13.639,46.824,55.545,29.97,218.956,71.107,NA,10,0.833333333,2
27,Block 4,NCE Control,Non-consumptive Control,Control,Non-lethal,Non-consumptive,NCE,2017-12-14T00:00:00Z,2017-01-25T00:00:00Z,NA,323,323,DSC_7843,DSC_7844,1.631,11.276,35.972,67.816,8.75,0.111368421,Larva,Aquatic,Immature,NA,31.844,DSC_7844,7.153,4.944,186.655,104.678,88.469,23.861,72.343,85.943,33.491,205.104,104.688,NA,12,1,0
27,Block 4,NCE Control,Non-consumptive Control,Control,Non-lethal,Non-consumptive,NCE,2017-12-14T00:00:00Z,2017-01-25T00:00:00Z,NA,323,323,DSC_7845,DSC_7846,1.754,11.04,35.315,66.496,9.262,0.109334365,Larva,Aquatic,Immature,NA,31.181,DSC_7846,8.622,4.773,217.794,104.709,90.17,34.296,76.409,88.145,33.78,178.638,104.778,NA,12,1,0
35,Block 2,NCE Control,Non-consumptive Control,Control,Non-lethal,Non-consumptive,NCE,2017-12-14T00:00:00Z,2017-01-25T00:00:00Z,NA,323,323,DSC_7845,DSC_7846,3.546,11.717,43.981,89.674,9.951,0.136164087,Paedomorph,Aquatic,Mature,Male,45.693,b_7846,8.516,6.025,284.871,81.499,68.341,19.828,56.567,66.742,31.701,210.487,81.53,NA,10,0.833333333,2
28,Block 3,CE Fundulus chrysotus,Consumptive Fundulus chrysotus,Fundulus chrysotus,Lethal,Consumptive,CE,2017-12-14T00:00:00Z,2017-01-25T00:00:00Z,NA,323,323,DSC_7847,DSC_7848,3.801,12.577,43.519,83.55,11.071,0.134733746,Larva,Aquatic,Immature,NA,40.031,DSC_7848,9.893,6.968,331.606,72.15,55.754,18.051,48.655,56.353,28.471,206.267,72.158,NA,6,0.5,6
36,Block 1,CE Fundulus chrysotus,Consumptive Fundulus chrysotus,Fundulus chrysotus,Lethal,Consumptive,CE,2017-12-14T00:00:00Z,2017-01-25T00:00:00Z,NA,323,323,DSC_7847,DSC_7848,4.303,13.106,45.922,90.164,11.144,0.142173375,Larva,Aquatic,Immature,NA,44.242,b_7848,11.246,6.68,370.326,66.724,56.77,18.43,47.304,55.381,32.115,209.898,66.8,NA,8,0.666666667,4
28,Block 3,CE Fundulus chrysotus,Consumptive Fundulus chrysotus,Fundulus chrysotus,Lethal,Consumptive,CE,2017-12-14T00:00:00Z,2017-01-25T00:00:00Z,NA,323,323,DSC_7849,DSC_7850,3.849,12.907,45.218,85.905,10.91,0.139993808,Larva,Aquatic,Immature,NA,40.687,DSC_7850,11.831,7.09,403.748,52.393,39.867,6.505,32.921,39.829,28.511,236.056,52.402,NA,6,0.5,6
36,Block 1,CE Fundulus chrysotus,Consumptive Fundulus chrysotus,Fundulus chrysotus,Lethal,Consumptive,CE,2017-12-14T00:00:00Z,2017-01-25T00:00:00Z,NA,323,323,DSC_7849,DSC_7850,4.14,13.419,45.278,92.958,10.956,0.140179567,Larva,Aquatic,Immature,NA,47.68,b_7850,10.614,6.798,411.639,88.806,76.556,30.631,65.332,74.983,31.562,199.843,88.898,NA,8,0.666666667,4
28,Block 3,CE Fundulus chrysotus,Consumptive Fundulus chrysotus,Fundulus chrysotus,Lethal,Consumptive,CE,2017-12-14T00:00:00Z,2017-01-25T00:00:00Z,NA,323,323,DSC_7851,DSC_7852,4.315,13.169,46.635,80.591,11.294,0.144380805,Larva,Aquatic,Immature,NA,33.956,DSC_7852,11.411,6.818,326.683,66.65,53.533,12.71,44.295,52.802,30.501,223.539,66.656,NA,6,0.5,6
36,Block 1,CE Fundulus chrysotus,Consumptive Fundulus chrysotus,Fundulus chrysotus,Lethal,Consumptive,CE,2017-12-14T00:00:00Z,2017-01-25T00:00:00Z,NA,323,323,DSC_7851,DSC_7852,4.187,13.458,46.434,95.542,11.179,0.143758514,Larva,Aquatic,Immature,NA,49.108,b_7852,10.037,7.366,387.3,79.534,64.281,14.751,52.855,63.213,29.495,228.151,79.535,NA,8,0.666666667,4
28,Block 3,CE Fundulus chrysotus,Consumptive Fundulus chrysotus,Fundulus chrysotus,Lethal,Consumptive,CE,2017-12-14T00:00:00Z,2017-01-25T00:00:00Z,NA,323,323,DSC_7853,DSC_7854,4.468,12.847,47.136,87.044,11.411,0.145931889,Larva,Aquatic,Immature,NA,39.908,DSC_7854,9.81,6.407,340.607,52.067,40.98,13.242,35.441,41.122,28.554,210.953,52.094,NA,6,0.5,6
36,Block 1,CE Fundulus chrysotus,Consumptive Fundulus chrysotus,Fundulus chrysotus,Lethal,Consumptive,CE,2017-12-14T00:00:00Z,2017-01-25T00:00:00Z,NA,323,323,DSC_7853,DSC_7854,3.226,11.672,41.42,88.081,10.303,0.128235294,Larva,Aquatic,Immature,NA,46.661,b_7854,10.005,6.829,391.636,66.885,53.78,16.863,45.839,53.499,28.084,213.19,66.897,NA,8,0.666666667,4
28,Block 3,CE Fundulus chrysotus,Consumptive Fundulus chrysotus,Fundulus chrysotus,Lethal,Consumptive,CE,2017-12-14T00:00:00Z,2017-01-25T00:00:00Z,NA,323,323,DSC_7855,DSC_7856,2.755,12.653,41.441,83.662,10.092,0.12830031,Larva,Aquatic,Immature,NA,42.221,DSC_7856,9.115,5.729,274.012,67.419,56.068,15.19,46.206,54.797,32.83,207.284,67.428,NA,6,0.5,6
36,Block 1,CE Fundulus chrysotus,Consumptive Fundulus chrysotus,Fundulus chrysotus,Lethal,Consumptive,CE,2017-12-14T00:00:00Z,2017-01-25T00:00:00Z,NA,323,323,DSC_7855,DSC_7856,3.916,12.146,44.35,88.765,10.858,0.137306502,Larva,Aquatic,Immature,NA,44.415,b_7856,10.879,8.435,379.974,66.987,53.43,12.112,44.173,52.795,29.153,226.125,67.009,NA,8,0.666666667,4
29,Block 2,NCE Lepomis cyanellus,Non-consumptive Lepomis cyanellus,Lepomis cyanellus,Non-lethal,Non-consumptive,NCE,2017-12-14T00:00:00Z,2017-01-25T00:00:00Z,NA,323,323,DSC_7857,DSC_7859,6.551,14.486,51.047,107.854,12.41,0.158040248,Paedomorph,Aquatic,Mature,Male,56.807,DSC_7859,11.154,7.259,445.346,60.699,52.508,17.278,43.505,50.929,32.881,212.443,60.709,NA,7,0.583333333,5
36,Block 1,CE Fundulus chrysotus,Consumptive Fundulus chrysotus,Fundulus chrysotus,Lethal,Consumptive,CE,2017-12-14T00:00:00Z,2017-01-25T00:00:00Z,NA,323,323,DSC_7857,DSC_7858,3.809,12.351,44.465,94.106,10.637,0.137662539,Larva,Aquatic,Immature,NA,49.641,b_7858,10.621,6.444,390.927,72.644,61.904,21.6,52.048,60.507,32.09,203.692,72.71,NA,8,0.666666667,4
29,Block 2,NCE Lepomis cyanellus,Non-consumptive Lepomis cyanellus,Lepomis cyanellus,Non-lethal,Non-consumptive,NCE,2017-12-14T00:00:00Z,2017-01-25T00:00:00Z,NA,323,323,DSC_7860,DSC_7861,6.053,14.543,52.274,107.516,12.441,0.161839009,Paedomorph,Aquatic,Mature,Male,55.242,DSC_7861,12.318,8.344,479.143,58.843,51.88,18.599,43.097,50.182,34.512,206.724,58.919,NA,7,0.583333333,5
29,Block 2,NCE Lepomis cyanellus,Non-consumptive Lepomis cyanellus,Lepomis cyanellus,Non-lethal,Non-consumptive,NCE,2017-12-14T00:00:00Z,2017-01-25T00:00:00Z,NA,323,323,DSC_7862,DSC_7863,5.954,13.943,53.328,100.853,11.759,0.165102167,Paedomorph,Aquatic,Mature,Male,47.525,DSC_7863,10.709,7.431,449.035,71.432,57.368,12.028,46.954,56.431,29.598,229.114,71.434,Do male and females have different colored tails?,7,0.583333333,5
29,Block 2,NCE Lepomis cyanellus,Non-consumptive Lepomis cyanellus,Lepomis cyanellus,Non-lethal,Non-consumptive,NCE,2017-12-14T00:00:00Z,2017-01-25T00:00:00Z,NA,323,323,DSC_7864,DSC_7865,6.344,13.872,48.141,100.795,12.543,0.149043344,Paedomorph,Aquatic,Mature,Female,52.654,DSC_7865,12.896,7.521,501.111,95.6,80.514,23.413,66.513,78.507,33.123,204.516,95.613,NA,7,0.583333333,5
